order_date,state,segment,title,quantity,total_price
2026-04-09,NY,VIP,Dog Food,2,21.98
2026-04-09,FL,New,Spice Rack,1,19.99
2026-04-09,FL,New,Mulberry,2,9.98
2026-04-09,FL,New,House Showpiece Plant,1,39.99
2026-04-09,FL,New,Kitchen Sieve,3,23.97
2026-04-09,CA,VIP,Rolex Cellini Date Black Dial,2,17999.98
2026-04-09,CA,VIP,Gigabyte Aorus Men Tshirt,2,49.98
2026-04-09,CA,VIP,Table Lamp,2,99.98
2026-04-09,MO,New,Red Nail Polish,2,17.98
2026-04-09,FL,VIP,Dog Food,3,32.97
2026-04-09,FL,VIP,Essence Mascara Lash Princess,2,19.98
2026-04-09,FL,VIP,Beef Steak,1,12.99
2026-04-09,GA,VIP,New DELL XPS 13 9300 Laptop,1,1499.99
2026-04-09,GA,VIP,Boxed Blender,1,39.99
2026-04-09,FL,New,Nike Air Jordan 1 Red And Black,2,299.98
2026-04-09,WA,New,New DELL XPS 13 9300 Laptop,2,2999.98
2026-04-09,WA,New,Apple,2,3.98
2026-04-09,WA,New,Rolex Submariner Watch,3,41999.97
2026-04-09,WA,New,Chicken Meat,3,29.97
2026-04-09,NY,VIP,Pan,2,49.98
2026-04-09,NY,VIP,Chanel Coco Noir Eau De,3,389.97
2026-04-09,CA,Returning,Mulberry,3,14.97
2026-04-09,CA,Returning,Silver Pot With Glass Cap,2,79.98
2026-04-09,CA,Returning,Green Chili Pepper,1,0.99
2026-04-09,CA,Returning,Nescafe Coffee,2,15.98
2026-04-09,FL,VIP,Milk,3,10.47
2026-04-09,FL,VIP,Wooden Bathroom Sink With Mirror,3,2399.97
2026-04-09,MO,Returning,Powder Canister,3,44.97
2026-04-09,MO,Returning,Green Chili Pepper,1,0.99
2026-04-09,MO,Returning,Tray,1,16.99
2026-04-09,MO,Returning,Hand Blender,2,69.98
2026-04-09,FL,New,Carbon Steel Wok,3,89.97
2026-04-09,WA,VIP,Chopping Board,3,38.97
2026-04-09,WA,VIP,Electric Stove,1,49.99
2026-04-09,TX,VIP,Kitchen Sieve,1,7.99
2026-04-09,TX,VIP,Silver Pot With Glass Cap,2,79.98
2026-04-09,GA,New,Longines Master Collection,1,1499.99
2026-04-09,FL,New,Man Plaid Shirt,2,69.98
2026-04-09,FL,New,Beef Steak,2,25.98
2026-04-09,FL,New,Longines Master Collection,1,1499.99
2026-04-10,NY,VIP,Apple MacBook Pro 14 Inch Space Grey,2,3999.98
2026-04-10,FL,Returning,Table Lamp,1,49.99
2026-04-10,GA,VIP,Dog Food,1,10.99
2026-04-10,GA,VIP,Apple Airpods,1,129.99
2026-04-10,GA,VIP,Mug Tree Stand,3,47.97
2026-04-10,FL,New,Silver Pot With Glass Cap,1,39.99
2026-04-10,FL,New,Sports Sneakers Off White & Red,1,119.99
2026-04-10,FL,New,Honey Jar,2,13.98
2026-04-10,FL,New,Red Lipstick,1,12.99
2026-04-10,FL,Returning,Slotted Turner,1,8.99
2026-04-10,FL,Returning,Plant Pot,2,29.98
2026-04-10,FL,Returning,Brown Leather Belt Watch,1,89.99
2026-04-10,FL,Returning,Red Tongs,2,13.98
2026-04-10,IL,New,Chanel Coco Noir Eau De,3,389.97
2026-04-10,IL,New,Nescafe Coffee,3,23.97
2026-04-10,IL,New,Pan,3,74.97
2026-04-10,IL,New,Strawberry,3,11.97
2026-04-10,TX,VIP,Glass,1,4.99
2026-04-10,TX,VIP,Tray,3,50.97
2026-04-10,TX,VIP,Microwave Oven,1,89.99
2026-04-10,NY,Returning,Table Lamp,2,99.98
2026-04-10,GA,New,Rolex Cellini Date Black Dial,3,26999.97
2026-04-10,GA,New,Water,3,2.97
2026-04-10,GA,New,Yellow Peeler,3,17.97
2026-04-10,GA,New,Rice,3,17.97
2026-04-10,NY,Returning,Black Aluminium Cup,1,5.99
2026-04-10,MO,New,Kiwi,2,4.98
2026-04-10,MO,New,Apple Airpods,3,389.97
2026-04-10,MO,New,Knife,2,29.98
2026-04-10,MO,New,Mug Tree Stand,1,15.99
2026-04-10,FL,VIP,Pan,1,24.99
2026-04-10,FL,VIP,Nike Baseball Cleats,2,159.98
2026-04-10,FL,VIP,Cucumber,3,4.47
2026-04-10,IL,VIP,Boxed Blender,1,39.99
2026-04-10,IL,VIP,Green Bell Pepper,3,3.87
2026-04-10,IL,New,Lemon,3,2.37
2026-04-10,IL,New,Apple,2,3.98
2026-04-10,IL,New,Family Tree Photo Frame,2,59.98
2026-04-10,GA,New,Dior J'adore,1,89.99
2026-04-10,MO,Returning,Tray,3,50.97
2026-04-10,CA,Returning,Slotted Turner,2,17.98
2026-04-10,CA,Returning,Annibale Colombo Sofa,3,7499.97
2026-04-10,CA,Returning,Asus Zenbook Pro Dual Screen Laptop,2,3599.98
2026-04-10,MO,New,Nescafe Coffee,2,15.98
2026-04-10,TX,New,Chopping Board,1,12.99
2026-04-10,TX,New,Red Tongs,1,6.99
2026-04-10,TX,New,Sports Sneakers Off White & Red,1,119.99
2026-04-10,MO,New,Ice Cream,1,5.49
2026-04-10,MO,New,Rolex Cellini Moonphase,2,25999.98
2026-04-10,MO,New,Spoon,1,4.99
2026-04-10,GA,New,Blue & Black Check Shirt,2,59.98
2026-04-10,GA,New,Spice Rack,3,59.97
2026-04-10,GA,New,Apple Airpods,3,389.97
2026-04-10,WA,New,Tissue Paper Box,2,4.98
2026-04-10,FL,VIP,Gigabyte Aorus Men Tshirt,3,74.97
2026-04-10,FL,VIP,Honey Jar,3,20.97
2026-04-10,FL,VIP,Decoration Swing,3,179.97
2026-04-10,WA,VIP,Apple,1,1.99
2026-04-10,FL,VIP,Kiwi,1,2.49
2026-04-10,GA,New,Man Plaid Shirt,1,34.99
2026-04-10,GA,New,Nike Baseball Cleats,2,159.98
2026-04-10,GA,New,Water,2,1.98
2026-04-10,GA,New,Milk,1,3.49
2026-04-10,WA,VIP,Ice Cream,3,16.47
2026-04-10,WA,VIP,Honey Jar,3,20.97
2026-04-10,NY,New,Chopping Board,1,12.99
2026-04-10,NY,New,Man Plaid Shirt,2,69.98
2026-04-10,FL,Returning,Table Lamp,3,149.97
2026-04-10,FL,Returning,Electric Stove,2,99.98
2026-04-10,FL,Returning,Chopping Board,2,25.98
2026-04-10,IL,New,Hand Blender,1,34.99
2026-04-10,MO,New,Silver Pot With Glass Cap,3,119.97
2026-04-10,IL,New,Green Chili Pepper,1,0.99
2026-04-10,IL,New,House Showpiece Plant,1,39.99
2026-04-10,IL,New,Annibale Colombo Sofa,2,4999.98
2026-04-10,TX,New,Egg Slicer,3,20.97
2026-04-10,TX,New,Chicken Meat,3,29.97
2026-04-10,TX,New,Green Chili Pepper,3,2.97
2026-04-10,TX,New,Water,1,0.99
2026-04-10,IL,New,House Showpiece Plant,2,79.98
2026-04-10,MO,VIP,Green Chili Pepper,3,2.97
2026-04-10,MO,VIP,Juice,3,11.97
2026-04-10,MO,VIP,Fish Steak,1,14.99
2026-04-10,MO,VIP,New DELL XPS 13 9300 Laptop,1,1499.99
2026-04-10,IL,VIP,Red Onions,3,5.97
2026-04-10,IL,VIP,Blue & Black Check Shirt,3,89.97
2026-04-10,IL,VIP,Dior J'adore,1,89.99
2026-04-10,IL,VIP,Knife,3,44.97
2026-04-10,MO,VIP,Sports Sneakers Off White & Red,3,359.97
2026-04-10,MO,VIP,Eyeshadow Palette with Mirror,1,19.99
2026-04-10,MO,VIP,Huawei Matebook X Pro,1,1399.99
2026-04-10,MO,VIP,Mug Tree Stand,1,15.99
2026-04-10,GA,New,Silver Pot With Glass Cap,3,119.97
2026-04-10,GA,New,Chanel Coco Noir Eau De,1,129.99
2026-04-10,GA,New,Nike Air Jordan 1 Red And Black,2,299.98
2026-04-10,GA,New,Apple,1,1.99
2026-04-10,TX,VIP,Pan,2,49.98
2026-04-10,TX,VIP,Fish Steak,3,44.97
2026-04-10,TX,VIP,Microwave Oven,1,89.99
2026-04-10,TX,VIP,Rolex Submariner Watch,3,41999.97
2026-04-10,GA,New,New DELL XPS 13 9300 Laptop,1,1499.99
2026-04-10,TX,New,Apple,2,3.98
2026-04-10,TX,New,Ice Cube Tray,2,11.98
2026-04-10,TX,New,House Showpiece Plant,1,39.99
2026-04-10,MO,VIP,Rice,3,17.97
2026-04-10,MO,VIP,Apple Airpods,2,259.98
2026-04-10,MO,VIP,Man Plaid Shirt,3,104.97
2026-04-10,CA,VIP,Decoration Swing,2,119.98
2026-04-10,CA,VIP,Cooking Oil,2,9.98
2026-04-10,CA,VIP,Rolex Datejust,1,10999.99
2026-04-10,NY,Returning,Lemon,3,2.37
2026-04-10,TX,New,Cat Food,2,17.98
2026-04-10,FL,VIP,Soft Drinks,3,5.97
2026-04-10,FL,VIP,Slotted Turner,3,26.97
2026-04-10,FL,VIP,Black Whisk,1,9.99
2026-04-10,CA,Returning,Plant Pot,3,44.97
2026-04-10,CA,Returning,Citrus Squeezer Yellow,2,17.98
2026-04-10,CA,Returning,Powder Canister,3,44.97
2026-04-10,FL,Returning,Huawei Matebook X Pro,1,1399.99
2026-04-10,FL,Returning,Bamboo Spatula,1,7.99
2026-04-10,MO,Returning,Protein Powder,1,19.99
2026-04-10,IL,New,Powder Canister,1,14.99
2026-04-10,GA,New,House Showpiece Plant,2,79.98
2026-04-10,NY,VIP,Mulberry,1,4.99
2026-04-10,NY,VIP,Spice Rack,3,59.97
2026-04-10,NY,VIP,Brown Leather Belt Watch,1,89.99
2026-04-10,WA,Returning,Mulberry,3,14.97
2026-04-10,WA,Returning,New DELL XPS 13 9300 Laptop,3,4499.97
2026-04-10,WA,Returning,Annibale Colombo Bed,1,1899.99
2026-04-10,WA,Returning,Dior J'adore,2,179.98
2026-04-10,TX,Returning,Lunch Box,3,38.97
2026-04-10,TX,Returning,Nescafe Coffee,2,15.98
2026-04-10,TX,Returning,Wooden Bathroom Sink With Mirror,2,1599.98
2026-04-10,TX,Returning,Eggs,2,5.98
2026-04-10,TX,Returning,Red Tongs,1,6.99
2026-04-10,TX,Returning,Gucci Bloom Eau de,2,159.98
2026-04-10,TX,Returning,Cucumber,1,1.49
2026-04-10,TX,New,Blue & Black Check Shirt,1,29.99
2026-04-10,MO,Returning,Asus Zenbook Pro Dual Screen Laptop,2,3599.98
2026-04-10,MO,Returning,Bedside Table African Cherry,3,899.97
2026-04-10,MO,Returning,Rolex Submariner Watch,1,13999.99
2026-04-10,MO,Returning,Powder Canister,3,44.97
2026-04-10,MO,Returning,Brown Leather Belt Watch,3,269.97
2026-04-10,MO,Returning,Carbon Steel Wok,3,89.97
2026-04-10,MO,Returning,Glass,2,9.98
2026-04-10,GA,Returning,Slotted Turner,1,8.99
2026-04-10,GA,Returning,Bedside Table African Cherry,2,599.98
2026-04-10,GA,Returning,Annibale Colombo Bed,1,1899.99
2026-04-10,IL,Returning,Spice Rack,2,39.98
2026-04-10,IL,Returning,Nescafe Coffee,3,23.97
2026-04-10,IL,Returning,Annibale Colombo Bed,3,5699.97
2026-04-10,IL,VIP,Gigabyte Aorus Men Tshirt,2,49.98
2026-04-11,CA,Returning,Rolex Submariner Watch,2,27999.98
2026-04-11,CA,Returning,Glass,3,14.97
2026-04-11,CA,Returning,Fork,2,7.98
2026-04-11,WA,New,Pan,3,74.97
2026-04-11,CA,New,Pan,1,24.99
2026-04-11,NY,VIP,Silver Pot With Glass Cap,2,79.98
2026-04-11,TX,New,Eggs,1,2.99
2026-04-11,TX,New,Microwave Oven,3,269.97
2026-04-11,TX,New,Fork,3,11.97
2026-04-11,NY,Returning,Puma Future Rider Trainers,1,89.99
2026-04-11,NY,Returning,Mulberry,3,14.97
2026-04-11,NY,Returning,Plate,2,7.98
2026-04-11,NY,Returning,Egg Slicer,3,20.97
2026-04-11,NY,Returning,Brown Leather Belt Watch,2,179.98
2026-04-11,NY,Returning,Family Tree Photo Frame,2,59.98
2026-04-11,TX,Returning,Mulberry,1,4.99
2026-04-11,TX,Returning,Black Aluminium Cup,2,11.98
2026-04-11,TX,Returning,Rice,3,17.97
2026-04-11,FL,New,Dog Food,2,21.98
2026-04-11,FL,New,Nike Air Jordan 1 Red And Black,1,149.99
2026-04-11,FL,New,Black Whisk,1,9.99
2026-04-11,MO,New,Man Short Sleeve Shirt,2,39.98
2026-04-11,GA,VIP,Rolex Submariner Watch,3,41999.97
2026-04-11,GA,VIP,Cucumber,1,1.49
2026-04-11,GA,VIP,Powder Canister,3,44.97
2026-04-11,TX,Returning,Lunch Box,1,12.99
2026-04-11,FL,VIP,Family Tree Photo Frame,3,89.97
2026-04-11,FL,VIP,Mulberry,3,14.97
2026-04-11,NY,VIP,Brown Leather Belt Watch,2,179.98
2026-04-11,NY,VIP,Longines Master Collection,3,4499.97
2026-04-11,CA,Returning,Milk,2,6.98
2026-04-11,CA,Returning,Man Plaid Shirt,2,69.98
2026-04-11,IL,Returning,Beef Steak,2,25.98
2026-04-11,WA,New,Lemon,3,2.37
2026-04-11,WA,New,Huawei Matebook X Pro,1,1399.99
2026-04-11,WA,New,Honey Jar,1,6.99
2026-04-11,IL,VIP,Black Aluminium Cup,3,17.97
2026-04-11,IL,VIP,Glass,2,9.98
2026-04-11,FL,New,Spice Rack,3,59.97
2026-04-11,FL,New,Green Chili Pepper,3,2.97
2026-04-11,WA,Returning,Rolex Datejust,1,10999.99
2026-04-11,WA,Returning,Rolex Cellini Moonphase,2,25999.98
2026-04-11,WA,Returning,Sports Sneakers Off White & Red,3,359.97
2026-04-11,GA,VIP,Spice Rack,1,19.99
2026-04-11,GA,VIP,Calvin Klein CK One,1,49.99
2026-04-11,GA,VIP,Wooden Rolling Pin,1,11.99
2026-04-11,FL,Returning,Protein Powder,1,19.99
2026-04-11,FL,Returning,Apple MacBook Pro 14 Inch Space Grey,3,5999.97
2026-04-11,NY,Returning,Spoon,1,4.99
2026-04-11,NY,Returning,Electric Stove,2,99.98
2026-04-11,TX,Returning,Men Check Shirt,3,83.97
2026-04-11,TX,Returning,Dolce Shine Eau de,2,139.98
2026-04-11,TX,Returning,Gucci Bloom Eau de,2,159.98
2026-04-11,TX,Returning,Red Onions,2,3.98
2026-04-12,NY,New,Wooden Bathroom Sink With Mirror,2,1599.98
2026-04-12,GA,VIP,Black Whisk,1,9.99
2026-04-12,GA,VIP,Essence Mascara Lash Princess,1,9.99
2026-04-12,CA,Returning,Men Check Shirt,3,83.97
2026-04-12,WA,Returning,Yellow Peeler,2,11.98
2026-04-12,WA,Returning,Carbon Steel Wok,1,29.99
2026-04-12,WA,Returning,Lemon,1,0.79
2026-04-12,CA,Returning,Red Lipstick,2,25.98
2026-04-12,CA,Returning,Honey Jar,1,6.99
2026-04-12,GA,VIP,Nescafe Coffee,2,15.98
2026-04-12,GA,VIP,Cat Food,1,8.99
2026-04-12,GA,VIP,Sports Sneakers Off White & Red,3,359.97
2026-04-12,TX,Returning,Cooking Oil,3,14.97
2026-04-12,TX,Returning,Sports Sneakers Off White Red,3,329.97
2026-04-12,TX,Returning,Lunch Box,3,38.97
2026-04-12,TX,Returning,Carbon Steel Wok,2,59.98
2026-04-12,TX,Returning,Rice,2,11.98
2026-04-12,NY,Returning,Rice,3,17.97
2026-04-12,NY,Returning,Fine Mesh Strainer,1,9.99
2026-04-12,NY,Returning,Microwave Oven,2,179.98
2026-04-12,MO,Returning,Lenovo Yoga 920,2,2199.98
2026-04-12,MO,Returning,Wooden Bathroom Sink With Mirror,1,799.99
2026-04-12,MO,Returning,Puma Future Rider Trainers,1,89.99
2026-04-12,IL,VIP,New DELL XPS 13 9300 Laptop,1,1499.99
2026-04-12,IL,VIP,Hand Blender,3,104.97
2026-04-12,IL,VIP,Rolex Submariner Watch,2,27999.98
2026-04-12,MO,New,Red Tongs,2,13.98
2026-04-12,MO,New,Pan,3,74.97
2026-04-12,MO,New,Rice,2,11.98
2026-04-12,MO,New,House Showpiece Plant,3,119.97
2026-04-12,GA,New,Essence Mascara Lash Princess,2,19.98
2026-04-12,GA,New,Blue & Black Check Shirt,3,89.97
2026-04-12,FL,New,Lenovo Yoga 920,2,2199.98
2026-04-12,FL,Returning,Honey Jar,1,6.99
2026-04-12,FL,Returning,Electric Stove,3,149.97
2026-04-12,FL,Returning,Sports Sneakers Off White Red,1,109.99
2026-04-12,CA,Returning,Puma Future Rider Trainers,1,89.99
2026-04-12,CA,Returning,Blue & Black Check Shirt,1,29.99
2026-04-12,GA,New,Strawberry,1,3.99
2026-04-12,GA,New,Nescafe Coffee,2,15.98
2026-04-12,GA,New,Puma Future Rider Trainers,1,89.99
2026-04-12,GA,New,Family Tree Photo Frame,3,89.97
2026-04-12,TX,VIP,Glass,1,4.99
2026-04-12,TX,VIP,Protein Powder,1,19.99
2026-04-12,TX,VIP,Decoration Swing,3,179.97
2026-04-12,IL,VIP,Citrus Squeezer Yellow,1,8.99
2026-04-12,IL,VIP,Wooden Bathroom Sink With Mirror,1,799.99
2026-04-12,IL,VIP,Green Bell Pepper,2,2.58
2026-04-12,IL,VIP,Green Chili Pepper,2,1.98
2026-04-12,NY,New,Milk,3,10.47
2026-04-12,IL,New,Rolex Submariner Watch,2,27999.98
2026-04-12,IL,New,Spoon,2,9.98
2026-04-12,IL,New,Fine Mesh Strainer,2,19.98
2026-04-12,IL,New,Kiwi,1,2.49
2026-04-12,TX,New,Bamboo Spatula,3,23.97
2026-04-12,TX,New,Beef Steak,2,25.98
2026-04-12,GA,Returning,Spoon,2,9.98
2026-04-12,TX,New,Men Check Shirt,2,55.98
2026-04-12,TX,New,Dolce Shine Eau de,1,69.99
2026-04-12,TX,New,Calvin Klein CK One,1,49.99
2026-04-12,TX,New,Rolex Cellini Date Black Dial,1,8999.99
2026-04-12,IL,VIP,Powder Canister,1,14.99
2026-04-12,IL,VIP,Amazon Echo Plus,1,99.99
2026-04-12,IL,VIP,Slotted Turner,3,26.97
2026-04-12,IL,VIP,Nescafe Coffee,1,7.99
2026-04-12,WA,New,Cooking Oil,3,14.97
2026-04-12,WA,New,Powder Canister,1,14.99
2026-04-12,WA,New,Nike Air Jordan 1 Red And Black,2,299.98
2026-04-12,NY,VIP,Fish Steak,2,29.98
2026-04-12,NY,VIP,Hand Blender,1,34.99
2026-04-12,WA,New,Protein Powder,2,39.98
2026-04-12,WA,New,Lenovo Yoga 920,2,2199.98
2026-04-12,WA,New,Carbon Steel Wok,1,29.99
2026-04-12,WA,New,Rolex Datejust,1,10999.99
2026-04-12,WA,Returning,Fork,1,3.99
2026-04-12,WA,Returning,Silver Pot With Glass Cap,2,79.98
2026-04-12,IL,VIP,Apple MacBook Pro 14 Inch Space Grey,2,3999.98
2026-04-12,IL,VIP,Blue & Black Check Shirt,1,29.99
2026-04-12,IL,VIP,Black Whisk,1,9.99
2026-04-12,MO,VIP,Carbon Steel Wok,3,89.97
2026-04-12,MO,VIP,Family Tree Photo Frame,2,59.98
2026-04-12,MO,VIP,Electric Stove,3,149.97
2026-04-12,FL,Returning,Knoll Saarinen Executive Conference Chair,1,499.99
2026-04-12,FL,Returning,Dog Food,2,21.98
2026-04-12,FL,Returning,Longines Master Collection,2,2999.98
2026-04-12,GA,VIP,Mulberry,2,9.98
2026-04-12,GA,VIP,Bamboo Spatula,2,15.98
2026-04-12,GA,VIP,Green Bell Pepper,2,2.58
2026-04-12,GA,VIP,Family Tree Photo Frame,1,29.99
2026-04-12,CA,New,Puma Future Rider Trainers,2,179.98
2026-04-12,CA,New,Boxed Blender,2,79.98
2026-04-12,CA,New,Potatoes,1,2.29
2026-04-12,CA,New,Amazon Echo Plus,1,99.99
2026-04-12,WA,New,Mug Tree Stand,3,47.97
2026-04-12,WA,New,Brown Leather Belt Watch,1,89.99
2026-04-12,WA,New,Eyeshadow Palette with Mirror,3,59.97
2026-04-12,GA,New,Apple MacBook Pro 14 Inch Space Grey,3,5999.97
2026-04-12,GA,New,Honey Jar,3,20.97
2026-04-12,GA,New,Huawei Matebook X Pro,3,4199.97
2026-04-12,GA,New,Potatoes,1,2.29
2026-04-12,MO,New,Asus Zenbook Pro Dual Screen Laptop,1,1799.99
2026-04-12,MO,New,Strawberry,1,3.99
2026-04-12,MO,New,Wooden Bathroom Sink With Mirror,2,1599.98
2026-04-12,MO,New,Gucci Bloom Eau de,1,79.99
2026-04-12,IL,New,Fish Steak,2,29.98
2026-04-12,IL,New,Gucci Bloom Eau de,2,159.98
2026-04-12,MO,VIP,Bamboo Spatula,2,15.98
2026-04-12,GA,VIP,Black Whisk,1,9.99
2026-04-12,GA,VIP,Plate,2,7.98
2026-04-12,GA,VIP,Green Bell Pepper,1,1.29
2026-04-12,MO,VIP,Hand Blender,3,104.97
2026-04-12,MO,New,Spice Rack,3,59.97
2026-04-12,IL,New,Men Check Shirt,2,55.98
2026-04-12,CA,New,Chicken Meat,3,29.97
2026-04-12,WA,Returning,Lemon,2,1.58
2026-04-12,WA,Returning,Ice Cube Tray,3,17.97
2026-04-12,WA,Returning,Black Whisk,3,29.97
2026-04-12,NY,VIP,Wooden Rolling Pin,1,11.99
2026-04-12,NY,VIP,Chicken Meat,2,19.98
2026-04-12,WA,Returning,Lemon,3,2.37
2026-04-12,WA,Returning,Essence Mascara Lash Princess,3,29.97
2026-04-12,WA,Returning,Knife,2,29.98
2026-04-12,TX,Returning,Eyeshadow Palette with Mirror,1,19.99
2026-04-12,TX,Returning,Plant Pot,3,44.97
2026-04-12,TX,Returning,Juice,2,7.98
2026-04-12,WA,Returning,Chopping Board,1,12.99
2026-04-12,NY,VIP,House Showpiece Plant,3,119.97
2026-04-12,NY,VIP,Powder Canister,3,44.97
2026-04-12,NY,VIP,Grater Black,2,21.98
2026-04-12,WA,Returning,Dior J'adore,2,179.98
2026-04-12,FL,VIP,Huawei Matebook X Pro,3,4199.97
2026-04-12,FL,VIP,Knoll Saarinen Executive Conference Chair,2,999.98
2026-04-12,MO,New,Rolex Submariner Watch,2,27999.98
2026-04-12,MO,New,Powder Canister,2,29.98
2026-04-12,MO,New,Juice,2,7.98
2026-04-12,MO,New,Water,1,0.99
2026-04-12,NY,New,Bamboo Spatula,1,7.99
2026-04-12,NY,New,Soft Drinks,2,3.98
2026-04-12,NY,New,Milk,3,10.47
2026-04-12,MO,New,Wooden Bathroom Sink With Mirror,2,1599.98
2026-04-12,MO,New,Apple MacBook Pro 14 Inch Space Grey,2,3999.98
2026-04-12,MO,New,Gigabyte Aorus Men Tshirt,1,24.99
2026-04-12,TX,New,Annibale Colombo Sofa,3,7499.97
2026-04-12,TX,New,Ice Cream,1,5.49
2026-04-12,TX,New,Nike Air Jordan 1 Red And Black,1,149.99
2026-04-12,TX,New,Man Short Sleeve Shirt,2,39.98
2026-04-12,MO,New,Powder Canister,3,44.97
2026-04-12,MO,New,Lunch Box,1,12.99
2026-04-12,MO,New,Knoll Saarinen Executive Conference Chair,3,1499.97
2026-04-12,MO,New,Mug Tree Stand,2,31.98
2026-04-12,TX,New,Lunch Box,3,38.97
2026-04-12,TX,New,Slotted Turner,1,8.99
2026-04-12,TX,New,Blue & Black Check Shirt,2,59.98
2026-04-12,TX,New,Plant Pot,1,14.99
2026-04-12,WA,VIP,New DELL XPS 13 9300 Laptop,2,2999.98
2026-04-12,WA,VIP,Tissue Paper Box,2,4.98
2026-04-12,WA,VIP,Chanel Coco Noir Eau De,2,259.98
2026-04-12,WA,VIP,Plant Pot,1,14.99
2026-04-12,NY,VIP,Cucumber,1,1.49
2026-04-12,FL,Returning,Gigabyte Aorus Men Tshirt,3,74.97
2026-04-12,FL,Returning,Red Nail Polish,2,17.98
2026-04-12,FL,Returning,Dior J'adore,3,269.97
2026-04-12,FL,Returning,Wooden Bathroom Sink With Mirror,1,799.99
2026-04-12,NY,VIP,Eyeshadow Palette with Mirror,3,59.97
2026-04-12,NY,VIP,Mug Tree Stand,2,31.98
2026-04-12,FL,VIP,Bedside Table African Cherry,3,899.97
2026-04-12,WA,New,Eyeshadow Palette with Mirror,1,19.99
2026-04-13,MO,Returning,Sports Sneakers Off White & Red,2,239.98
2026-04-13,MO,Returning,Fine Mesh Strainer,3,29.97
2026-04-13,MO,Returning,Apple MacBook Pro 14 Inch Space Grey,2,3999.98
2026-04-13,IL,VIP,Milk,1,3.49
2026-04-13,IL,New,Apple Airpods,1,129.99
2026-04-13,IL,New,Rolex Cellini Date Black Dial,2,17999.98
2026-04-13,GA,New,Decoration Swing,3,179.97
2026-04-13,GA,New,Eggs,2,5.98
2026-04-13,TX,Returning,Grater Black,2,21.98
2026-04-13,TX,Returning,Mug Tree Stand,1,15.99
2026-04-13,WA,Returning,House Showpiece Plant,1,39.99
2026-04-13,WA,Returning,Lunch Box,1,12.99
2026-04-13,WA,Returning,Man Short Sleeve Shirt,3,59.97
2026-04-13,WA,Returning,Nescafe Coffee,2,15.98
2026-04-13,TX,VIP,Dolce Shine Eau de,2,139.98
2026-04-13,TX,VIP,Knoll Saarinen Executive Conference Chair,3,1499.97
2026-04-13,TX,VIP,Rice,1,5.99
2026-04-13,TX,New,Kiwi,1,2.49
2026-04-13,TX,New,Chanel Coco Noir Eau De,2,259.98
2026-04-13,TX,New,Slotted Turner,3,26.97
2026-04-13,WA,VIP,Annibale Colombo Sofa,2,4999.98
2026-04-13,WA,VIP,Gucci Bloom Eau de,1,79.99
2026-04-13,FL,VIP,Red Onions,2,3.98
2026-04-13,FL,VIP,Lunch Box,3,38.97
2026-04-13,FL,VIP,Bedside Table African Cherry,1,299.99
2026-04-13,GA,New,Fine Mesh Strainer,3,29.97
2026-04-13,GA,New,Potatoes,1,2.29
2026-04-13,MO,VIP,Cooking Oil,1,4.99
2026-04-13,NY,VIP,Nike Baseball Cleats,2,159.98
2026-04-13,NY,New,Cucumber,3,4.47
2026-04-13,NY,New,Eggs,1,2.99
2026-04-13,NY,New,Asus Zenbook Pro Dual Screen Laptop,3,5399.97
2026-04-13,CA,VIP,Plate,1,3.99
2026-04-13,CA,VIP,Powder Canister,2,29.98
2026-04-13,NY,VIP,Huawei Matebook X Pro,3,4199.97
2026-04-13,NY,VIP,Nike Air Jordan 1 Red And Black,1,149.99
2026-04-13,NY,VIP,Man Short Sleeve Shirt,1,19.99
2026-04-13,MO,Returning,Decoration Swing,3,179.97
2026-04-13,MO,Returning,Kiwi,3,7.47
2026-04-13,CA,New,Slotted Turner,3,26.97
2026-04-13,CA,New,Soft Drinks,2,3.98
2026-04-13,CA,New,Nike Air Jordan 1 Red And Black,1,149.99
2026-04-13,CA,New,Slotted Turner,2,17.98
2026-04-13,TX,VIP,Hand Blender,2,69.98
2026-04-13,TX,VIP,Protein Powder,2,39.98
2026-04-13,FL,VIP,Cucumber,2,2.98
2026-04-13,FL,VIP,Slotted Turner,2,17.98
2026-04-13,FL,VIP,Electric Stove,3,149.97
2026-04-13,FL,Returning,Spoon,2,9.98
2026-04-13,FL,Returning,Sports Sneakers Off White & Red,3,359.97
2026-04-13,FL,Returning,Kitchen Sieve,3,23.97
2026-04-13,MO,Returning,House Showpiece Plant,2,79.98
2026-04-13,MO,Returning,Glass,3,14.97
2026-04-13,MO,Returning,Gucci Bloom Eau de,2,159.98
2026-04-13,MO,Returning,Apple Airpods,2,259.98
2026-04-13,WA,New,Grater Black,3,32.97
2026-04-13,WA,New,Red Lipstick,1,12.99
2026-04-13,WA,New,Ice Cream,1,5.49
2026-04-13,WA,New,House Showpiece Plant,2,79.98
2026-04-13,WA,Returning,Cat Food,1,8.99
2026-04-13,WA,Returning,Sports Sneakers Off White Red,3,329.97
2026-04-13,WA,Returning,Spice Rack,3,59.97
2026-04-13,NY,New,Apple MacBook Pro 14 Inch Space Grey,1,1999.99
2026-04-13,NY,New,Amazon Echo Plus,2,199.98
2026-04-13,NY,New,Juice,1,3.99
2026-04-13,NY,New,Potatoes,3,6.87
2026-04-13,GA,VIP,Green Chili Pepper,1,0.99
